,title,author,address,booktitle,note,year,volume,number,pages,pages,abstract,ISSN,ISBNs,doi,Funding Information,PDF Link,Author Keywords,IEEE Terms,keywords,series,series,series,note,note,note,note,publisher,ID
56,Toward an Empirical Theory of Feedback-Driven Development,M. Beller,,2018 IEEE/ACM 40th International Conference on Software Engineering: Companion (ICSE-Companion),30 Aug 2018,2018,,,503,505,"Software developers today crave for feedback, be it from their peers or even bots in the form of code review, static analysis tools like their compiler, or the local or remote execution of their tests in the Continuous Integration (CI) environment. With the advent of social coding sites like GitHub and tight integration of CI services like Travis CI, software development practices have fundamentally changed. Despite a highly changed software engineering landscape, however, we still lack a suitable description of an individual's contemporary software development practices, that is how an individual code contribution comes to be. Existing descriptions like the v-model are either too coarse-grained to describe an individual contributor's workflow, or only regard a sub-part of the development process like Test-Driven Development. In addition, most existing models are prerather than de-scriptive. By contrast, in our thesis, we perform a series of empirical studies to describe the individual constituents of Feedback-Driven Development (FDD) and then compile the evidence into an initial theory on how modern software development works. Our thesis culminates in the finding that feedback loops are the characterizing criterion of contemporary software development. Our model is flexible enough to accommodate a broad bandwidth of contemporary workflows, despite large variances in how projects use and configure parts of FDD.",2574-1934,978-1-4503-5663-3,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8449638,Feedback-Driven Development (FDD),Software;Testing;Software engineering;Static analysis;Tools;Quality assurance;Debugging,,,,,,30 Aug 2018,,,IEEE,IEEE Conferences
57,Multi-Domain Learning and Identity Mining for Vehicle Re-Identification,S. He; H. Luo; W. Chen; M. Zhang; Y. Zhang; F. Wang; H. Li; W. Jiang,Zhejiang University; Zhejiang University; Alibaba Group; Zhejiang University; Alibaba Group; Alibaba Group; Alibaba Group; Zhejiang University,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),28 Jul 2020,2020,,,2485,2493,"This paper introduces our solution for the Track2 in AI City Challenge 2020 (AICITY20). The Track2 is a vehicle re-identification (ReID) task with both the real-world data and synthetic data.Our solution is based on a strong baseline with bag of tricks (BoT-BS) proposed in person ReID. At first, we propose a multi-domain learning method to joint the real-world and synthetic data to train the model. Then, we propose the Identity Mining method to automatically generate pseudo labels for a part of the testing data, which is better than the k-means clustering. The tracklet-level re-ranking strategy with weighted features is also used to post-process the results. Finally, with multiple-model ensemble, our method achieves 0.7322 in the mAP score which yields third place in the competition. The codes are available at https://github.com/heshuting555/AICITY2020_DMT_VehicleReID.",2160-7516,978-1-7281-9360-1,10.1109/CVPRW50498.2020.00299,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9150926,,Data models;Task analysis;Testing;Feature extraction;Urban areas;Data mining;Computer vision,,41.0,,32.0,IEEE,28 Jul 2020,,,IEEE,IEEE Conferences
58,On the Use of Dependabot Security Pull Requests,M. Alfadel; D. E. Costa; E. Shihab; M. Mkhallalati,"Data-driven Analysis of Software (DAS) Lab, Concordia University, Montreal, Canada; Data-driven Analysis of Software (DAS) Lab, Concordia University, Montreal, Canada; Data-driven Analysis of Software (DAS) Lab, Concordia University, Montreal, Canada; Data-driven Analysis of Software (DAS) Lab, Concordia University, Montreal, Canada",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),28 Jun 2021,2021,,,254,265,"Vulnerable dependencies are a major problem in modern software development. As software projects depend on multiple external dependencies, developers struggle to constantly track and check for corresponding security vulnerabilities that affect their project dependencies. To help mitigate this issue, Dependabot has been created, a bot that issues pull-requests to automatically update vulnerable dependencies. However, little is known about the degree to which developers adopt Dependabot to help them update vulnerable dependencies.In this paper, we investigate 2,904 JavaScript open-source GitHub projects that subscribed to Dependabot. Our results show that the vast majority (65.42%) of the created security-related pull-requests are accepted, often merged within a day. Through manual analysis, we identify 7 main reasons for Dependabot security pull-requests not being merged, mostly related to concurrent modifications of the affected dependencies rather than Dependabot failures. Interestingly, only 3.2% of the manually examined pull-requests suffered from build breakages. Finally, we model the time it takes to merge a Dependabot security pull-request using characteristics from projects, the fixed vulnerabilities and issued pull requests. Our model reveals 5 significant features to explain merge times, e.g., projects with relevant experience with Dependabot security pull-requests are most likely associated with rapid merges. Surprisingly, the severity of the dependency vulnerability and the potential risk of breaking changes are not strongly associated with the merge time. To the best of our knowledge, this study is the first to evaluate how developers receive Dependabot’s security contributions. Our findings indicate that Dependabot provides an effective platform for increasing awareness of dependency vulnerabilities and helps developers mitigate vulnerability threats in JavaScript projects.",2574-3864,978-1-7281-8710-5,10.1109/MSR52588.2021.00037,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463148,Dependabot;pull request;dependency;security vulnerability,Manuals;Security;Data mining;Open source software;Software development management,,19.0,,74.0,IEEE,28 Jun 2021,,,IEEE,IEEE Conferences
59,"Mitigating Turnover with Code Review Recommendation: Balancing Expertise, Workload, and Knowledge Distribution",E. Mirsaeedi; P. C. Rigby,"Department of Computer Science and Software Engineering, Concordia University, Montréal, Québec, Canada; Department of Computer Science and Software Engineering, Concordia University, Montréal, Québec, Canada",2020 IEEE/ACM 42nd International Conference on Software Engineering (ICSE),21 Dec 2020,2020,,,1183,1195,"Developer turnover is inevitable on software projects and leads to knowledge loss, a reduction in productivity, and an increase in defects. Mitigation strategies to deal with turnover tend to disrupt and increase workloads for developers. In this work, we suggest that through code review recommendation we can distribute knowledge and mitigate turnover with minimal impact on the development process. We evaluate review recommenders in the context of ensuring expertise during review, Expertise, reducing the review workload of the core team, CoreWorkload, and reducing the Files at Risk to turnover, FaR. We find that prior work that assigns reviewers based on file ownership concentrates knowledge on a small group of core developers increasing risk of knowledge loss from turnover by up to 65%. We propose learning and retention aware review recommenders that when combined are effective at reducing the risk of turnover by -29% but they unacceptably reduce the overall expertise during reviews by -26%. We develop the Sofia recommender that suggests experts when none of the files under review are hoarded by developers, but distributes knowledge when files are at risk. In this way, we are able to simultaneously increase expertise during review with a ΔExpertise of 6%, with a negligible impact on workload of ΔCoreWorkload of 0.09%, and reduce the files at risk by ΔFaR -28%. Sofia is integrated into GitHub pull requests allowing developers to select an appropriate expert or “learner” based on the context of the review. We release the Sofia bot as well as the code and data for replication purposes.",1558-1225,978-1-4503-7121-6,10.1145/3377811.3380335,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284120,Turnover;Knowledge Distribution;Code Review;Recommenders;Tool Support,Productivity;Knowledge engineering;Software;Software engineering;Software development management,,18.0,,56.0,,21 Dec 2020,,,IEEE,IEEE Conferences
60,Robust Text CAPTCHAs Using Adversarial Examples,R. Shao; Z. Shi; J. Yi; P. -Y. Chen; C. -J. Hsieh,"Machine Learning Department, Carnegie Mellon University, Pittsburgh, United States; Computer Science Department, University of California, Los Angeles, Los Angeles, United States; JD AI Research, Jd.Com, Inc., Shanghai, China; IBM Research, IBM, New York, United States; Computer Science Department, University of California, Los Angeles, Los Angeles, United States",2022 IEEE International Conference on Big Data (Big Data),26 Jan 2023,2022,,,1495,1504,"CAPTCHA (Completely Automated Public Turing test to tell Computers and Humans Apart) is a widely used technology to distinguish real users and automated users such as bots. However, the advance of AI technologies weakens many CAPTCHA tests and can induce security concerns. In this paper, we propose a user-friendly text-based CAPTCHA generation method named Robust Text CAPTCHA (RTC). At the first stage, the foregrounds and backgrounds are constructed with font and background images respectively sampled from font and image libraries, and they are then synthesized into identifiable pseudo adversarial CAPTCHAs. At the second stage, we utilize a highly transferable adversarial attack designed for text CAPTCHAs to better obstruct CAPTCHA solvers. Our experiments cover comprehensive models including shallow models such as KNN, SVM and random forest, as well as various deep neural networks and OCR models. Experiments show that our CAPTCHAs have a failure rate lower than one millionth in general and high usability. They are also robust against various defensive techniques that attackers may employ, including adversarially trained CAPTCHA solvers and solvers trained with collected RTCs using manual annotation. Codes available at https://github.com/RulinShao/RTC.",,978-1-6654-8045-1,10.1109/BigData55660.2022.10021100,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10021100,CAPTCHAs;adversarial example applications;security,Training;Deep learning;Support vector machines;Ultraviolet sources;Optical character recognition;Neural networks;Manuals,,4.0,,35.0,IEEE,26 Jan 2023,,,IEEE,IEEE Conferences
61,BreakBot: Analyzing the Impact of Breaking Changes to Assist Library Evolution,L. Ochoa; T. Degueule; J. -R. Falleri,"Eindhoven University of Technology; Univ. Bordeaux, Bordeaux INP, CNRS, LaBRI, UMR5800, Talence, France; Univ. Bordeaux, Bordeaux INP, CNRS, LaBRI, UMR5800, Institut Universitaire de France, Talence, France",2022 IEEE/ACM 44th International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER),13 Jun 2022,2022,,,26,30,"“If we make this change to our code, how will it impact our clients?” It is difficult for library maintainers to answer this simple—yet essential!—question when evolving their libraries. Library maintainers are constantly balancing between two opposing positions: make changes at the risk of breaking some of their clients, or avoid changes and maintain compatibility at the cost of immobility and growing technical debt. We argue that the lack of objective usage data and tool support leaves maintainers with their own subjective perception of their community to make these decisions.We introduce BreakBot, a bot that analyses the pull requests of Java libraries on GitHub to identify the breaking changes they introduce and their impact on client projects. Through static analysis of libraries and clients, it extracts and summarizes objective data that enrich the code review process by providing maintainers with the appropriate information to decide whether—and how—changes should be accepted, directly in the pull requests.",,978-1-6654-9596-7,10.1145/3510455.3512783,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793524,software libraries;software evolution;breaking changes;breakbot,Java;Codes;Costs;Static analysis;Chatbots;Libraries;Object recognition;Data mining;Software engineering;Software development management,,2.0,,32.0,IEEE,13 Jun 2022,,,IEEE,IEEE Conferences
62,"GeeSolver: A Generic, Efficient, and Effortless Solver with Self-Supervised Learning for Breaking Text Captchas",R. Zhao; X. Deng; Y. Wang; Z. Yan; Z. Han; L. Chen; Z. Xue; Y. Wang,"Shanghai Jiao Tong University; Shanghai Jiao Tong University; QI-ANXIN; Shanghai Jiao Tong University; QI-AN Pangu (Shanghai) InfoTech Co., Ltd.; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University",2023 IEEE Symposium on Security and Privacy (SP),21 Jul 2023,2023,,,1649,1666,"Although text-based captcha, which is used to differentiate between human users and bots, has faced many attack methods, it remains a widely used security mechanism and is employed by some websites. Some deep learning-based text captcha solvers have shown excellent results, but the labor-intensive and time-consuming labeling process severely limits their viability. Previous works attempted to create easy-to-use solvers using a limited collection of labeled data. However, they are hampered by inefficient preprocessing procedures and inability to recognize the captchas with complicated security features.In this paper, we propose GeeSolver, a generic, efficient, and effortless solver for breaking text-based captchas based on self-supervised learning. Our insight is that numerous difficult-to-attack captcha schemes that ""damage"" the standard font of characters are similar to image masks. And we could leverage masked autoencoders (MAE) to improve the captcha solver to learn the latent representation from the ""unmasked"" part of the captcha images. Specifically, our model consists of a ViT encoder as latent representation extractor and a well-designed decoder for captcha recognition. We apply MAE paradigm to train our encoder, which enables the encoder to extract latent representation from local information (i.e., without masking part) that can infer the corresponding character. Further, we freeze the parameters of the encoder and leverage a few labeled captchas and many unlabeled captchas to train our captcha decoder with semi-supervised learning.Our experiments with real-world captcha schemes demonstrate that GeeSolver outperforms the state-of-the-art methods by a large margin using a few labeled captchas. We also show that GeeSolver is highly efficient as it can solve a captcha within 25 ms using a desktop CPU and 9 ms using a desktop GPU. Besides, thanks to latent representation extraction, we successfully break the hard-to-attack captcha schemes, proving the generality of our solver. We hope that our work will help security experts to revisit the design and availability of text-based captchas. The code is available at https://github.com/NSSL-SJTU/GeeSolver.",2375-1207,978-1-6654-9336-9,10.1109/SP46215.2023.10179379,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10179379,Text-based-captchas;deep-learning;self-supervised-learning;masked-autoencoders,Privacy;Self-supervised learning;Feature extraction;Real-time systems;Decoding;Security;Data mining,,2.0,,44.0,IEEE,21 Jul 2023,,,IEEE,IEEE Conferences
63,Running a Red Light: An Investigation into Why Software Engineers (Occasionally) Ignore Coverage Checks,A. Sterk; M. Wessel; E. Hooten; A. Zaidman,"Delft University of Technology, The Netherlands; Radboud University, The Netherlands; Sentry.io, United States of America; Delft University of Technology, The Netherlands",2024 IEEE/ACM International Conference on Automation of Software Test (AST),18 Jun 2024,2024,,,12,22,"Many modern code coverage tools track and report code coverage data generated from running tests during continuous integration. They report code coverage data through a variety of channels, including email, Slack, Mattermost, or through the web interface of social coding platforms such as GitHub. In fact, this ensemble of tools can be configured in such a way that the software engineer gets a failing status check when code coverage drops below a certain threshold. In this study, we broadly investigate the opinions and experience with code coverage tools through a survey among 279 software engineers whose projects use the Codecov coverage tool and bot. In particular, we are investigating why software engineers would ignore a failing status check caused by drop in code coverage. We observe that >80% of software engineers – at least sometimes – ignore these failing status checks, and we get insights into the main reasons why software engineers ignore these checks.",2833-9061,979-8-4007-0588-5,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10556404,software testing;code coverage;coverage checks,Surveys;Codes;Automation;Chatbots;Software;Encoding;Software development management,,,,47.0,,18 Jun 2024,,,IEEE,IEEE Conferences
64,Automatic Commit Message Generation: A Critical Review and Directions for Future Work,Y. Zhang; Z. Qiu; K. -J. Stol; W. Zhu; J. Zhu; Y. Tian; H. Liu,"School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; Lero, the Science Foundation Ireland Research Centre for Software and the School of Computer Science and IT, University College Cork, Cork, Ireland; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; Institute of Software, Chinese Academy of Sciences, and University of Chinese Academy of Sciences, Beijing, China; Tmall Technology Co., Zhejiang, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China",IEEE Transactions on Software Engineering,17 Apr 2024,2024,50.0,4.0,816,835,"Commit messages are critical for code comprehension and software maintenance. Writing a high-quality message requires skill and effort. To support developers and reduce their effort on this task, several approaches have been proposed to automatically generate commit messages. Despite the promising performance reported, we have identified three significant and prevalent threats in these automated approaches: 1) the datasets used to train and evaluate these approaches contain a considerable amount of ‘noise’; 2) current approaches only consider commits of a limited diff size; and 3) current approaches can only generate the subject of a commit message, not the message body. The first limitation may let the models ‘learn’ inappropriate messages in the training stage, and also lead to inflated performance results in their evaluation. The other two threats can considerably weaken the practical usability of these approaches. Further, with the rapid emergence of large language models (LLMs) that show superior performance in many software engineering tasks, it is worth asking: can LLMs address the challenge of long diffs and whole message generation? This article first reports the results of an empirical study to assess the impact of these three threats on the performance of the state-of-the-art auto generators of commit messages. We collected commit data of the Top 1,000 most-starred Java projects in GitHub and systematically removed noisy commits with bot-submitted and meaningless messages. We then compared the performance of four approaches representative of the state-of-the-art before and after the removal of noisy messages, or with different lengths of commit diffs. We also conducted a qualitative survey with developers to investigate their perspectives on simply generating message subjects. Finally, we evaluate the performance of two representative LLMs, namely UniXcoder and ChatGPT, in generating more practical commit messages. The results demonstrate that generating commit messages is of great practical value, considerable work is needed to mature the current state-of-the-art, and LLMs can be an avenue worth trying to address the current limitations. Our analyses provide insights for future work to achieve better performance in practice.",1939-3520,,10.1109/TSE.2024.3364675,"National Natural Science Foundation of China(grant numbers:62141209,62202048,62232003); Science Foundation Ireland(grant numbers:13/RC/2094-P2); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10433002,Commit-based software development;open collaboration;commit message generation;benchmark,Codes;Chatbots;Task analysis;Noise measurement;Machine translation;Information retrieval;Software maintenance,,,,79.0,CCBYNCND,12 Feb 2024,,,IEEE,IEEE Journals
65,A Crowdsourcing Data Annotation System For Vietnamese Scene Text Detection,B. -V. Nguyen-Thi; T. L. Phan; T. N. Nguyen; T. D. Ngo,"University Of Science, VNU-HCM, Vietnam; University Of Science, VNU-HCM, Vietnam; University of Information Technology, VNU-HCM, Vietnam; University of Information Technology, VNU-HCM, Vietnam",2022 International Conference on Multimedia Analysis and Pattern Recognition (MAPR),25 Oct 2022,2022,,,1,6,"Most of the recent breakthroughs in AI-related research and applications are data driven. Annotated data plays the main role in improving AI/ML-based solutions. The lack of high-quality annotated data is one of the main obstacles to AI adoption, especially in Vietnamese scene text detection. Additionally, manual annotation is expensive yet not scalable. This project aims to tackle the problem by developing a crowdsourcing data annotation system at word-level annotations, vCaptcha, in the form of an anti-bot widget to integrate to some web pages. After that, results can be derived from the workers prior to evaluating and aggregating the crowdsourced labels. Also, we propose a novel human-in-the-loop approach for incorporating the state-of-the-art scene-text detection models and crowdsourcing system so that in the end, a fully annotated dataset with optimal and high quality can be generated with significant cost and time savings. Usage document to integrate vCaptcha to any web pages is available at https://bichvan2810.github.io/vCaptcha-end-user-info.",2770-6850,978-1-6654-7410-8,10.1109/MAPR56351.2022.9924980,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9924980,crowdsource;Vietnamese dataset;scene text detection;data annotation,Crowdsourcing;Costs;Annotations;Text recognition;Multimedia systems;Web pages;Detectors,,,,21.0,IEEE,25 Oct 2022,,,IEEE,IEEE Conferences
66,"Factoring Expertise, Workload, and Turnover Into Code Review Recommendation",F. Hajari; S. Malmir; E. Mirsaeedi; P. C. Rigby,"Department of Computer Science and Software Engineering, Concordia University, Montréal, QC, Canada; Department of Computer Science and Software Engineering, Concordia University, Montréal, QC, Canada; Department of Computer Science and Software Engineering, Concordia University, Montréal, QC, Canada; Department of Computer Science and Software Engineering, Concordia University, Montréal, QC, Canada",IEEE Transactions on Software Engineering,17 Apr 2024,2024,50.0,4.0,884,899,"Developer turnover is inevitable on software projects and leads to knowledge loss, a reduction in productivity, and an increase in defects. Mitigation strategies to deal with turnover tend to disrupt and increase workloads for developers. In this work, we suggest that through code review recommendation we can distribute knowledge and mitigate turnover while more evenly distributing review workload. We conduct historical analyses to understand the natural concentration of review workload and the degree of knowledge spreading that is inherent in code review. Even though review workload is highly concentrated, we show that code review natural spreads knowledge thereby reducing the files at risk to turnover. Using simulation, we evaluate existing code review recommenders and develop novel recommenders to understand their impact on the level of expertise during review, the workload of reviewers, and the files at risk to turnover. Our simulations use seeded random replacement of reviewers to allow us to compare the reviewer recommenders without the confounding variation of different reviewers being replaced for each recommender. We find that prior work that assigns reviewers based on file ownership concentrates knowledge on a small group of core developers increasing the risk of knowledge loss from turnover. Recent work, WhoDo, that considers developer workload, assigns developers that are not sufficiently committed to the project and we see an increase in files at risk to turnover. We propose learning and retention aware review recommenders that when combined are effective at reducing the risk of turnover, but they unacceptably reduce the overall expertise during reviews. Combining recommenders, we develop the SofiaWL recommender that suggests experts with low active review workload when none of the files under review are known by only one developer. In contrast, when knowledge is concentrated on one developer, it sends the review to other reviewers to spread knowledge. For the projects we study, we are able to globally increase expertise during reviews, $+3$+3%, reduce workload concentration, $-12$−12%, and reduce the files at risk, $-28$−28%. We make our scripts and data available in our replication package [1]. Developers can optimize for a particular outcome measure based on the needs of their project, or use our GitHub bot to automatically balance the outcomes [2].",1939-3520,,10.1109/TSE.2024.3366753,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10444097,Code review;recommenders;expertise;workload;turnover;code ownership;knowledge distribution,Reviews;Codes;Software engineering;Software;Task analysis;Productivity;Birds,,,,68.0,IEEE,23 Feb 2024,,,IEEE,IEEE Journals
67,Multimodal Recommendation of Messenger Channels,E. Koshchenko; E. Klimov; V. Kovalenko,"JetBrains Research, Amsterdam, The Netherlands; JetBrains Research, Saint Petersburg, Russia; JetBrains Research, Amsterdam, The Netherlands",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),21 Jun 2022,2022,,,495,505,"Collaboration platforms, such as GitHub and Slack, are a vital instrument in the day-to-day routine of software engineering teams. The data stored in these platforms has a significant value for datadriven methods that assist with decision-making and help improve software quality. However, the distribution of this data across different platforms leads to the fact that combining it is a very time-consuming process. Most existing algorithms for socio-technical assistance, such as recommendation systems, are based only on data directly related to the purpose of the algorithms, often originating from a single system. In this work, we explore the capabilities of a multimodal recommendation system in the context of software engineering. Using records of interaction between employees in a software company in messenger channels and repositories, as well as the organizational structure, we build several channel recommendation models for a software engineering collaboration platform, and compare them on historical data. In addition, we implement a channel recommendation bot and assess the quality of recommendations from the best models with a user study. We find that the multimodal recommender yields better recommendations than unimodal baselines, allows to mitigate the overfitting problem, and helps to deal with cold start. Our findings suggest that the multimodal approach is promising for other recommendation problems in software engineering.",2574-3864,978-1-4503-9303-4,10.1145/3524842.3528441,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796325,,Instruments;Software algorithms;Decision making;Collaboration;Software quality;Data models;Data mining,,,,45.0,,21 Jun 2022,,,IEEE,IEEE Conferences
68,Should I Stale or Should I Close? An Analysis of a Bot That Closes Abandoned Issues and Pull Requests,M. Wessel; I. Steinmacher; I. Wiese; M. A. Gerosa,"University of Sao Paulo, Sao Paulo, SP, Brazil; Northern Arizona University, Flagstaff, AZ, USA; Fed. Univ. of Technology, Parana, Campo Mourao, PR, Brazil; Northern Arizona University, Flagstaff, AZ, USA",2019 IEEE/ACM 1st International Workshop on Bots in Software Engineering (BotSE),5 Sep 2019,2019,,,38,42,"On GitHub, projects use bots to automate predefined and repetitive tasks related to issues and pull requests. Our research investigates the adoption of the stale bot, which helps maintainers triaging abandoned issues and pull requests. We analyzed the bots' configuration settings and their modifications over time. These settings define the time for tagging issues and pull request as stale and closing them. We collected data from 765 OSS projects hosted on GitHub. Our results indicate that most of the studied projects made no more than three modifications in the configurations file, issues tagged as bug reports are exempt from being considered stale, while the same occurs with pull requests that need some input to be processed.",,978-1-7281-2262-5,10.1109/BotSE.2019.00018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8823598,"bots, open source software, abandoned issues",Computer bugs;Bot (Internet);Task analysis;Open source software;Labeling;Tagging;Indexes,,21.0,,20.0,IEEE,5 Sep 2019,,,IEEE,IEEE Conferences
69,Optimizing Workflow for Elite Developers: Perspectives on Leveraging SE Bots,Z. Wang; Y. Wang; D. Redmiles,"University of California, Irvine, USA; Beijing University of Posts and Telecommunications, China; University of California, Irvine, USA",2023 IEEE/ACM 5th International Workshop on Bots in Software Engineering (BotSE),27 Jul 2023,2023,,,23,27,"Small-scale automation services in Software Engineering, known as SE Bots, have gradually infiltrated every aspect of daily software development with the goal of enhancing productivity and well-being. While leading the OSS development, elite developers have often burned out from holistic responsibilities in projects and looked for automation support. Building on prior research in BotSE and our interviews with elite developers, this paper discusses how to design and implement SE bots that integrate into the workflows of elite developers and meet their expectations. We present six main design guidelines for implementing SE bots for elite developers, based on their concerns about noise, security, simplicity, and other factors. Additionally, we discuss the future directions of SE bots, especially in supporting elite developers’ increasing workload due to rising demands.",,979-8-3503-0212-7,10.1109/BotSE59190.2023.00013,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190405,Software Engineering;SE Bots;OSS;Elite Developers,Productivity;Automation;Design methodology;Conferences;Buildings;Chatbots;Software,,1.0,,21.0,IEEE,27 Jul 2023,,,IEEE,IEEE Conferences
70,Effects of Adopting Code Review Bots on Pull Requests to OSS Projects,M. Wessel; A. Serebrenik; I. Wiese; I. Steinmacher; M. A. Gerosa,"University of São Paulo, Brazil; Eindhoven University of Technology, The Netherlands; Universidade Tecnológica Federal do Paraná, Campo Mourão, Brazil; Universidade Tecnológica Federal do Paraná, Campo Mourão, Brazil; Northern Arizona University, USA",2020 IEEE International Conference on Software Maintenance and Evolution (ICSME),2 Nov 2020,2020,,,1,11,"Software bots, which are widely adopted by Open Source Software (OSS) projects, support developers on several activities, including code review. However, as with any new technology adoption, bots may impact group dynamics. Since understanding and anticipating such effects is important for planning and management, we investigate how several activity indicators change after the adoption of a code review bot. We employed a regression discontinuity design on 1,194 software projects from GitHub. Our results indicate that the adoption of code review bots increases the number of monthly merged pull requests, decreases monthly non-merged pull requests, and decreases communication among developers. Practitioners and maintainers may leverage our results to understand, or even predict, bot effects on their projects' social interactions.",2576-3148,978-1-7281-5619-4,10.1109/ICSME46990.2020.00011,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; National Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240622,Software Bots;GitHub Bots;Code Review;Open Source Software;Software Engineering,Bot (Internet);Software maintenance;Encoding;Data models;Planning;Open source software;Software development management,,31.0,,41.0,IEEE,2 Nov 2020,,,IEEE,IEEE Conferences
71,"Bots for Pull Requests: The Good, the Bad, and the Promising",M. Wessel; A. Abdellatif; I. Wiese; T. Conte; E. Shihab; M. A. Gerosa; I. Steinmacher,"Delft University of Technology, Netherlands; Concordia University, Canada; Universidade Tecnologica Federal do Parana, Brazil; Federal University of Amazonas, Brazil; Concordia University, Canada; Northern Arizona University, USA; Universidade Tecnologica Federal do Parana, Brazil",2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE),20 Jun 2022,2022,,,274,286,"Software bots automate tasks within Open Source Software (OSS) projects' pull requests and save reviewing time and effort (“the good”). However, their interactions can be disruptive and noisy and lead to information overload (“the bad”). To identify strategies to overcome such problems, we applied Design Fiction as a participatory method with 32 practitioners. We elicited 22 design strategies for a bot mediator or the pull request user interface (“the promising”). Participants envisioned a separate place in the pull request interface for bot interactions and a bot mediator that can summarize and customize other bots' actions to mitigate noise. We also collected participants' perceptions about a prototype implementing the envisioned strategies. Our design strategies can guide the development of future bots and social coding platforms.",1558-1225,978-1-4503-9221-1,10.1145/3510003.3512765,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793907,Software Bots;GitHub Bots;Human-bot Interaction;Open Source Software;Automation;Collaborative Development;Design Fiction,Bot (Internet);Prototypes;User interfaces;Encoding;Noise measurement;Task analysis;Open source software,,6.0,,69.0,CCBY,20 Jun 2022,,,IEEE,IEEE Conferences
72,Improving Feedback on GitHub Pull Requests: A Bots Approach,Z. Hu; E. F. Gehringer,"Department of Computer Science, North Carolina State University, Raleigh, USA; Department of Computer Science, North Carolina State University, Raleigh, USA",2019 IEEE Frontiers in Education Conference (FIE),12 Mar 2020,2019,,,1,9,"Rising enrollments make it difficult for instructors and teaching assistants to give adequate feedback on each student's work. Our course projects require students to submit GitHub pull requests as deliverables for their open-source software (OSS) projects. We have set up a static code analyzer and a continuous integration service on GitHub to help students check different aspects of the code. However, these tools have some limitations. In this paper, we discuss how we bypass the limitations of existing tools by implementing three Internet bots. These bots are either open source or free for OSS projects and can be easily integrated with any GitHub repositories. One-hundred one Computer Science and Computer Engineering masters students participated in our study. The survey results showed that more than 84% of students thought bots can help them to contribute code with better quality. We analyzed 396 pull requests. Results revealed that bots can provide more timely feedback than teaching staff. The Danger Bot is associated with a significant reduction system-specific guideline violations (by 39%), and the Code Climate Bot is associated with a significant 60% decrease of code smells in student contributions. However, we found that the Travis CI Bot did not help student contributions pass automated tests.",2377-634X,978-1-7281-1746-1,10.1109/FIE43999.2019.9028685,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9028685,Internet bots;open-source software;software engineering;open-source curriculum;automated feedback;Expertiza,Tools;Bot (Internet);Meteorology;Guidelines;Education;Programming,,6.0,,17.0,IEEE,12 Mar 2020,,,IEEE,IEEE Conferences
73,From Specialized Mechanics to Project Butlers: The Usage of Bots in Open Source Software Development,Z. Wang; Y. Wang; D. Redmiles,"University of California, Irvine; University of Posts and Telecommunications, Beijing; University of California, Irvine",IEEE Software,23 Aug 2022,2022,39.0,5.0,38,43,We seek to identify how open source software (OSS) projects adopt bot services from a diverse set of selections. Our empirical research examines bot usage in the most popular OSS repositories in GitHub.,1937-4194,,10.1109/MS.2022.3180297,National Natural Science Foundation of China(grant numbers:62172049); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9789275,,Software development management;Bot (Internet);Task analysis;Software;Codes;Automation;Protocols,,5.0,,11.0,CCBY,6 Jun 2022,,,IEEE,IEEE Magazines
